,Year,State,Plant name,Plant-level sector,eGRID subregion name,Plant FIPS state code,Plant FIPS county code,Plant county name,latitude,longitude,Number of units,Number of generators,Primary fuel source,Plant capacity factor,Plant nameplate capacity (MW),Nonbaseload Factor,CHP plant useful thermal output (MMBtu),CHP plant power to heat ratio,CHP plant electric allocation factor,Plant annual heat input from combustion (MMBtu),Plant total annual heat input (MMBtu),Plant annual net generation (MWh),Plant annual CO2 emissions (tons),Plant annual CO2 equivalent emissions (tons),Plant annual CO2 total output emission rate (lb/MWh),Plant annual CO2 equivalent total output emission rate (lb/MWh),Plant annual CO2 input emission rate (lb/MMBtu),Plant annual CO2 equivalent input emission rate (lb/MMBtu),Plant nominal heat rate (Btu/kWh),Plant annual coal net generation (MWh),Plant annual oil net generation (MWh),Plant annual gas net generation (MWh),Unused Capacity,Annual Generation Potential (MWh),geometry,index_right,GEOID,GEOIDFQ,NAME,Unnamed: 0,median_income,tot_pop,white_pop,black_african-american,poverty_status,state,county,tract,poc_pop,census_tract,county_name
54,2022.0,CA,Equinix Lundy Ave. Fuel Cell,IPP Non-CHP,WECC California,6,85,Santa Clara,37.38846,-121.88896,2.0,2.0,GAS,0.83769,3.8,0.0,,,,,191406.0,27885.0,,,,,,,,0.0,0.0,27885.0,0.16230999999999995,33288.0,POINT (-121.88896 37.38846),2283,06085504322,1400000US06085504322,5043.22,5960,74302.0,5513.0,886.0,420.0,5513.0,6,85,504322,4627.0,Census Tract 5043.22,Santa Clara County
55,2022.0,CA,Berry Cogen,Industrial CHP,WECC California,6,29,Kern,35.093046,-119.443617,1.0,1.0,GAS,0.79578,38.7,0.0070380989463498,1793149.6,0.513,0.406403,1464950.382,1464950.382,269778.0,85618.335,85706.828,634.732,635.388,116.889,117.01,5430.206992,0.0,0.0,269778.0,0.20421999999999996,339012.0,POINT (-119.443617 35.093046),5684,06029003303,1400000US06029003303,33.03,5733,30179.0,1411.0,1299.0,0.0,1411.0,6,29,3303,112.0,Census Tract 33.03,Kern County
56,2022.0,CA,Berry Cogen Tanne Hills 18,Industrial CHP,WECC California,6,29,Kern,35.089829,-119.440881,2.0,2.0,GAS,0.84618,17.6,0.0,791216.0,0.563,0.428684,726255.217,726255.217,130461.0,42445.644,42489.515,650.702,651.375,116.889,117.01,5566.837726,0.0,0.0,130461.0,0.15381999999999996,154176.0,POINT (-119.440881 35.089829),5684,06029003303,1400000US06029003303,33.03,5733,30179.0,1411.0,1299.0,0.0,1411.0,6,29,3303,112.0,Census Tract 33.03,Kern County
57,2022.0,CA,Chalk Cliff Limited,IPP CHP,WECC California,6,29,Kern,35.0968,-119.4299,1.0,1.0,GAS,0.03225,46.0,1.0,16446.4,2.697,0.78243,101832.524,101832.524,12997.0,5951.554,5957.705,915.835,916.782,116.889,117.01,7835.079137,0.0,0.0,12997.0,0.96775,402960.0,POINT (-119.4299 35.0968),5684,06029003303,1400000US06029003303,33.03,5733,30179.0,1411.0,1299.0,0.0,1411.0,6,29,3303,112.0,Census Tract 33.03,Kern County
58,2022.0,CA,Mid-Set Cogeneration,IPP CHP,WECC California,6,29,Kern,35.19456,-119.57097,1.0,1.0,GAS,,39.1,,,,,,,,,,,,,,,,,,,342516.0,POINT (-119.57097 35.19456),5684,06029003303,1400000US06029003303,33.03,5733,30179.0,1411.0,1299.0,0.0,1411.0,6,29,3303,112.0,Census Tract 33.03,Kern County
59,2022.0,CA,Taft 26C Cogen,Industrial CHP,WECC California,6,29,Kern,35.1133,-119.4706,4.0,4.0,GAS,0.60168,12.4,0.33053161977709,582915.2,0.383,0.337847,336788.883,336788.883,65357.0,19683.467,19703.812,602.337,602.959,116.889,117.01,5153.065208,0.0,0.0,65357.0,0.39832,108624.0,POINT (-119.4706 35.1133),5684,06029003303,1400000US06029003303,33.03,5733,30179.0,1411.0,1299.0,0.0,1411.0,6,29,3303,112.0,Census Tract 33.03,Kern County
60,2022.0,CA,Berry NMW Cogens,Industrial CHP,WECC California,6,29,Kern,35.307555,-119.611551,2.0,2.0,GAS,0.82506,9.6,0.0,96132.0,2.463,0.766599,753543.394,753543.394,69384.0,44040.489,44086.008,1269.471,1270.783,116.889,117.01,10860.47784,0.0,0.0,69384.0,0.17493999999999998,84096.0,POINT (-119.611551 35.307555),5750,06029003304,1400000US06029003304,33.04,4113,31783.0,3723.0,3084.0,101.0,2373.0,6,29,3304,639.0,Census Tract 33.04,Kern County
61,2022.0,CA,Cymric 31X Cogen,Industrial CHP,WECC California,6,29,Kern,35.3639,-119.6592,2.0,2.0,GAS,0.62975,6.8,0.283748545080132,343589.6,0.373,0.331926,195350.433,195350.433,37513.0,11417.164,11428.965,608.704,609.334,116.889,117.01,5207.53961,0.0,0.0,37513.0,0.37024999999999997,59568.0,POINT (-119.6592 35.3639),5750,06029003304,1400000US06029003304,33.04,4113,31783.0,3723.0,3084.0,101.0,2373.0,6,29,3304,639.0,Census Tract 33.04,Kern County
62,2022.0,CA,Cymric 36W Cogen,Industrial CHP,WECC California,6,29,Kern,35.3633,-119.6756,4.0,4.0,GAS,0.42366,12.4,0.627227868610988,452978.4,0.347,0.316156,243484.289,243484.289,46020.0,14230.324,14245.032,618.441,619.08,116.889,117.01,5290.836358,0.0,0.0,46020.0,0.5763400000000001,108624.0,POINT (-119.6756 35.3633),5750,06029003304,1400000US06029003304,33.04,4113,31783.0,3723.0,3084.0,101.0,2373.0,6,29,3304,639.0,Census Tract 33.04,Kern County
63,2022.0,CA,Cymric 6Z Cogen,Industrial CHP,WECC California,6,29,Kern,35.346102,-119.643431,2.0,2.0,GAS,0.69574,6.8,0.173762198943504,340627.2,0.415,0.356366,213093.708,213093.708,41444.0,12454.161,12467.034,601.012,601.633,116.889,117.01,5141.726376,0.0,0.0,41444.0,0.30426,59568.0,POINT (-119.643431 35.346102),5750,06029003304,1400000US06029003304,33.04,4113,31783.0,3723.0,3084.0,101.0,2373.0,6,29,3304,639.0,Census Tract 33.04,Kern County
64,2022.0,CA,Dome Project,Industrial CHP,WECC California,6,29,Kern,35.220833,-119.583056,2.0,2.0,GAS,0.93725,6.0,0.0,557678.4,0.301,0.286722,311845.981,311845.981,49262.0,18225.691,18244.529,739.949,740.714,116.889,117.01,6330.355669,0.0,0.0,49262.0,0.06274999999999997,52560.0,POINT (-119.583056 35.220833),5750,06029003304,1400000US06029003304,33.04,4113,31783.0,3723.0,3084.0,101.0,2373.0,6,29,3304,639.0,Census Tract 33.04,Kern County
65,2022.0,CA,Elk Hills Cogen,Industrial CHP,WECC California,6,29,Kern,35.479146,-119.737464,2.0,2.0,GAS,0.01366,46.6,1.0,8925.6,2.133,0.739848,42844.618,42844.618,5578.0,2504.033,2506.621,897.825,898.753,116.889,117.01,7680.999944,0.0,0.0,5578.0,0.98634,408216.0,POINT (-119.737464 35.479146),5750,06029003304,1400000US06029003304,33.04,4113,31783.0,3723.0,3084.0,101.0,2373.0,6,29,3304,639.0,Census Tract 33.04,Kern County
66,2022.0,CA,Elk Hills Power,IPP CHP,WECC California,6,29,Kern,35.280318,-119.470707,2.0,3.0,GAS,0.67557,623.0,0.207391506702727,1806300.8,6.966,0.902804,21660094.175,21660094.175,3686883.0,1287228.003,1288658.882,698.274,699.051,118.857,118.989,5874.906845,0.0,0.0,3686883.0,0.32443,5457480.0,POINT (-119.470707 35.280318),5750,06029003304,1400000US06029003304,33.04,4113,31783.0,3723.0,3084.0,101.0,2373.0,6,29,3304,639.0,Census Tract 33.04,Kern County
67,2022.0,CA,La Paloma Generating Plant,IPP Non-CHP,WECC California,6,29,Kern,35.2956,-119.5919,4.0,4.0,GAS,0.16511,1156.0,1.0,,,,12905088.547,12905088.547,1671953.0,766935.065,767713.906,917.412,918.344,118.858,118.978,7718.571364,0.0,0.0,1671953.0,0.83489,10126560.0,POINT (-119.5919 35.2956),5750,06029003304,1400000US06029003304,33.04,4113,31783.0,3723.0,3084.0,101.0,2373.0,6,29,3304,639.0,Census Tract 33.04,Kern County
68,2022.0,CA,McKittrick Cogen,Industrial CHP,WECC California,6,29,Kern,35.3161,-119.6597,2.0,2.0,GAS,0.73726,12.0,0.104563039066464,24712.8,10.703,0.934517,893439.605,893439.605,77501.0,52216.658,52270.627,1347.509,1348.902,116.889,117.01,11528.104217,0.0,0.0,77501.0,0.26274,105120.0,POINT (-119.6597 35.3161),5750,06029003304,1400000US06029003304,33.04,4113,31783.0,3723.0,3084.0,101.0,2373.0,6,29,3304,639.0,Census Tract 33.04,Kern County
69,2022.0,CA,McKittrick Limited,IPP CHP,WECC California,6,29,Kern,35.319503,-119.661992,1.0,1.0,GAS,0.02463,46.0,1.0,12004.0,2.821,0.789994,85944.649,85944.649,9923.0,5107.133,5112.058,1029.353,1030.345,118.847,118.962,8661.155849,0.0,0.0,9923.0,0.97537,402960.0,POINT (-119.661992 35.319503),5750,06029003304,1400000US06029003304,33.04,4113,31783.0,3723.0,3084.0,101.0,2373.0,6,29,3304,639.0,Census Tract 33.04,Kern County
70,2022.0,CA,Midway Sunset Cogen,IPP CHP,WECC California,6,29,Kern,35.2269,-119.6294,3.0,3.0,GAS,0.02855,234.0,1.0,340600.0,0.586,0.4388,297880.041,297880.041,58521.999,17409.458,17427.452,594.971,595.586,116.889,117.01,5090.052312,0.0,0.0,58522.0,0.97145,2049840.0,POINT (-119.6294 35.2269),5750,06029003304,1400000US06029003304,33.04,4113,31783.0,3723.0,3084.0,101.0,2373.0,6,29,3304,639.0,Census Tract 33.04,Kern County
71,2022.0,CA,North Midway Cogen,Industrial CHP,WECC California,6,29,Kern,35.2761,-119.5986,3.0,3.0,GAS,,10.5,,,,,,,,,,,,,,,,,,,91980.0,POINT (-119.5986 35.2761),5750,06029003304,1400000US06029003304,33.04,4113,31783.0,3723.0,3084.0,101.0,2373.0,6,29,3304,639.0,Census Tract 33.04,Kern County
72,2022.0,CA,South Belridge Cogeneration Facility,Industrial CHP,WECC California,6,29,Kern,35.438611,-119.7075,3.0,3.0,GAS,0.58343,94.2,0.360955589729421,2173569.6,0.756,0.501982,2797311.104,2797311.104,481439.001,163487.529,163656.506,679.162,679.864,116.889,117.01,5810.312634,0.0,0.0,481439.0,0.41657,825192.0,POINT (-119.7075 35.438611),5750,06029003304,1400000US06029003304,33.04,4113,31783.0,3723.0,3084.0,101.0,2373.0,6,29,3304,639.0,Census Tract 33.04,Kern County
73,2022.0,CA,Sunrise Power Company,IPP Non-CHP,WECC California,6,29,Kern,35.2097,-119.585,2.0,3.0,GAS,0.46935,685.2,0.551082198000606,,,,19679548.619,19679548.619,2817208.0,1169529.604,1170737.387,830.276,831.133,118.857,118.98,6985.47946,0.0,0.0,2817208.0,0.5306500000000001,6002352.0,POINT (-119.585 35.2097),5750,06029003304,1400000US06029003304,33.04,4113,31783.0,3723.0,3084.0,101.0,2373.0,6,29,3304,639.0,Census Tract 33.04,Kern County
74,2022.0,CA,Welport Lease Project,Industrial CHP,WECC California,6,29,Kern,35.354444,-119.6617,1.0,1.0,GAS,0.7908,5.0,0.0153348554033486,255304.8,0.463,0.381718,217179.687,217179.687,34637.0,12692.964,12706.084,732.914,733.671,116.889,117.01,6270.164482,0.0,0.0,34637.0,0.20920000000000005,43800.0,POINT (-119.6617 35.354444),5750,06029003304,1400000US06029003304,33.04,4113,31783.0,3723.0,3084.0,101.0,2373.0,6,29,3304,639.0,Census Tract 33.04,Kern County
75,2022.0,CA,Berry Placerita Cogen,Industrial CHP,WECC California,6,37,Los Angeles,34.38407,-118.494882,2.0,2.0,GAS,0.02555,42.8,1.0,64197.6,0.509,0.404386,57351.224,57351.224,9578.0,3351.865,3355.329,699.909,700.633,116.889,117.01,5987.807887,0.0,0.0,9578.0,0.97445,374928.0,POINT (-118.494882 34.38407),4683,06037920031,1400000US06037920031,9200.31,331,43214.0,5618.0,4304.0,250.0,5618.0,6,37,920031,1314.0,Census Tract 9200.31,Los Angeles County
76,2022.0,CA,Biola University Hybrid,Commercial CHP,WECC California,6,37,Los Angeles,33.906953,-118.013105,3.0,3.0,GAS,0.30243,2.8,0.829283539899978,47637.6,0.531,0.414732,38699.017,38699.017,7418.0,2261.746,2264.083,609.799,610.43,116.889,117.01,5216.90707,0.0,0.0,7422.0,0.69757,24528.0,POINT (-118.013105 33.906953),7688,06037504001,1400000US06037504001,5040.01,4125,12225.0,5843.0,3846.0,98.0,3435.0,6,37,504001,1997.0,Census Tract 5040.01,Los Angeles County
77,2022.0,CA,Blythe Energy,IPP Non-CHP,WECC California,6,65,Riverside,33.6157,-114.6865,2.0,3.0,GAS,0.30517,591.0,0.824714064596548,,,,12157388.328,12157388.328,1579922.0,722493.124,723207.167,914.593,915.497,118.857,118.974,7694.929451,0.0,0.0,1579922.0,0.6948300000000001,5177160.0,POINT (-114.6865 33.6157),4193,06065046900,1400000US06065046900,469,6576,27500.0,1586.0,895.0,49.0,1563.0,6,65,46900,691.0,Census Tract 469,Riverside County
78,2022.0,CA,C P Kelco San Diego Plant,Industrial CHP,WECC California,6,73,San Diego,32.6947,-117.1436,3.0,3.0,GAS,0.35337,29.2,0.744384760534601,502734.4,0.614,0.450001,508900.554,508900.554,90389.0,29742.454,29773.195,658.099,658.779,116.889,117.01,5630.115987,0.0,0.0,90389.0,0.64663,255792.0,POINT (-117.1436 32.6947),6050,06073005000,1400000US06073005000,50,6926,18915.0,2360.0,1550.0,136.0,2261.0,6,73,5000,810.0,Census Tract 50,San Diego County
79,2022.0,CA,Cabrillo Power I Encina Power Station,IPP Non-CHP,WECC California,6,73,San Diego,33.140507,-117.333916,5.0,5.0,GAS,0.05824,659.0,1.0,,,,3546606.294,3546606.294,336202.0,210777.281,210988.243,1253.873,1255.128,118.861,118.98,,0.0,0.0,336202.0,0.94176,5772840.0,POINT (-117.333916 33.140507),4177,06073017813,1400000US06073017813,178.13,7198,53750.0,4113.0,3507.0,0.0,4113.0,6,73,17813,606.0,Census Tract 178.13,San Diego County
80,2022.0,CA,Cal State Univ San Bernardino FC01,Electric Utility,WECC California,6,71,San Bernardino,34.185833,-117.324167,1.0,1.0,GAS,0.61399,1.4,0.310013046314416,25099.2,1.024,0.577211,,72935.0,7530.0,,,,,,,,0.0,0.0,7530.0,0.38600999999999996,12264.0,POINT (-117.324167 34.185833),5302,06071004510,1400000US06071004510,45.10,2747,9522.0,5753.0,2702.0,663.0,3801.0,6,71,4510,3051.0,Census Tract 45.10,San Bernardino County
81,2022.0,CA,California Institute of Technology,Commercial CHP,WECC California,6,37,Los Angeles,34.138467,-118.1256,2.0,2.0,GAS,0.26625,13.0,0.889591382742068,425135.2,0.243,0.245025,166197.479,166197.479,30320.0,9713.333,9723.373,640.721,641.383,116.889,117.01,5481.447187,0.0,0.0,30320.0,0.73375,113880.0,POINT (-118.1256 34.138467),6357,06037463500,1400000US06037463500,4635,6755,42428.0,5917.0,3595.0,362.0,5009.0,6,37,463500,2322.0,Census Tract 4635,Los Angeles County
82,2022.0,CA,CalTech - Pasadena,IPP Non-CHP,WECC California,6,37,Los Angeles,34.138719,-118.12833,1.0,1.0,GAS,0.7895,1.0,0.017503805175038,,,,,49942.0,6916.0,,,,,,,,0.0,0.0,6916.0,0.21050000000000002,8760.0,POINT (-118.12833 34.138719),6357,06037463500,1400000US06037463500,4635,6755,42428.0,5917.0,3595.0,362.0,5009.0,6,37,463500,2322.0,Census Tract 4635,Los Angeles County
83,2022.0,CA,CalTech - Pasadena (PPA),IPP Non-CHP,WECC California,6,37,Los Angeles,34.139368,-118.121488,1.0,1.0,GAS,0.76381,1.0,0.0603120243531201,,,,,49008.0,6691.0,,,,,,,,0.0,0.0,6691.0,0.23619,8760.0,POINT (-118.121488 34.139368),6357,06037463500,1400000US06037463500,4635,6755,42428.0,5917.0,3595.0,362.0,5009.0,6,37,463500,2322.0,Census Tract 4635,Los Angeles County
84,2022.0,CA,CalTech - Pasadena Wilson Ave,IPP Non-CHP,WECC California,6,37,Los Angeles,34.13818,-118.12841,1.0,1.0,GAS,1.0242,1.0,0.0,,,,,65664.0,8972.0,,,,,,,,0.0,0.0,8972.0,-0.0242,8760.0,POINT (-118.12841 34.13818),6357,06037463500,1400000US06037463500,4635,6755,42428.0,5917.0,3595.0,362.0,5009.0,6,37,463500,2322.0,Census Tract 4635,Los Angeles County
85,2022.0,CA,Caltech Central,IPP Non-CHP,WECC California,6,37,Los Angeles,34.1358,-118.1267,11.0,11.0,GAS,0.70039,1.1,0.166010273972602,,,,,49800.003,6748.995,,,,,,,,0.0,0.0,6749.0,0.29961000000000004,9636.0,POINT (-118.1267 34.1358),6357,06037463500,1400000US06037463500,4635,6755,42428.0,5917.0,3595.0,362.0,5009.0,6,37,463500,2322.0,Census Tract 4635,Los Angeles County
86,2022.0,CA,CalPeak Power - Border,IPP Non-CHP,WECC California,6,73,San Diego,32.562448,-116.943869,2.0,1.0,GAS,0.03364,60.5,1.0,,,,196474.246,196474.246,17829.0,11541.731,11553.573,1294.714,1296.043,117.488,117.609,11019.926414,0.0,0.0,17828.998,0.96636,529980.0,POINT (-116.943869 32.562448),5397,06073010015,1400000US06073010015,100.15,2587,33848.0,3079.0,2302.0,150.0,3079.0,6,73,10015,777.0,Census Tract 100.15,San Diego County
87,2022.0,CA,Larkspur Energy Faciity,IPP Non-CHP,WECC California,6,73,San Diego,32.567041,-116.944197,2.0,2.0,GAS,0.03827,99.8,1.0,,,,349467.143,349467.143,33459.0,20767.209,20788.508,1241.353,1242.626,118.851,118.973,10444.638629,0.0,0.0,33458.998,0.96173,874248.0,POINT (-116.944197 32.567041),5397,06073010015,1400000US06073010015,100.15,2587,33848.0,3079.0,2302.0,150.0,3079.0,6,73,10015,777.0,Census Tract 100.15,San Diego County
88,2022.0,CA,"Otay Mesa Energy Center, LLC",IPP Non-CHP,WECC California,6,73,San Diego,32.581481,-116.914969,2.0,3.0,GAS,0.42927,688.5,0.617885814904348,,,,18545131.987,18545131.987,2589030.0,1102110.914,1103234.834,851.37,852.238,118.857,118.978,7162.965275,0.0,0.0,2589030.0,0.57073,6031260.0,POINT (-116.914969 32.581481),5397,06073010015,1400000US06073010015,100.15,2587,33848.0,3079.0,2302.0,150.0,3079.0,6,73,10015,777.0,Census Tract 100.15,San Diego County
89,2022.0,CA,Pio Pico Energy Center LLC,IPP Non-CHP,WECC California,6,73,San Diego,32.573889,-116.917777,3.0,3.0,GAS,0.02394,395.4,1.0,,,,812743.769,812743.769,82934.001,48299.004,48348.348,1164.758,1165.948,118.854,118.976,9799.886165,0.0,0.0,82934.001,0.97606,3463704.0,POINT (-116.917777 32.573889),5397,06073010015,1400000US06073010015,100.15,2587,33848.0,3079.0,2302.0,150.0,3079.0,6,73,10015,777.0,Census Tract 100.15,San Diego County
90,2022.0,CA,CalPeak Power - Vaca Dixon,IPP Non-CHP,WECC California,6,95,Solano,38.398867,-121.923973,2.0,1.0,GAS,0.02577,60.5,1.0,,,,147277.18,147277.18,13660.0,8576.1,8585.005,1255.652,1256.955,116.462,116.583,10781.63836,0.0,0.0,13660.0,0.97423,529980.0,POINT (-121.923973 38.398867),5106,06095252904,1400000US06095252904,2529.04,5768,49198.0,6599.0,3802.0,649.0,6560.0,6,95,252904,2797.0,Census Tract 2529.04,Solano County
91,2022.0,CA,"Calpine Gilroy Cogen, LP",IPP CHP,WECC California,6,85,Santa Clara,37.0001,-121.5367,1.0,2.0,GAS,0.06947,130.0,1.0,97584.0,2.767,0.786759,540401.317,540401.317,79118.0,32114.079,32148.969,811.802,812.684,118.853,118.982,6830.320752,0.0,0.0,79118.0,0.93053,1138800.0,POINT (-121.5367 37.0001),5151,06085512602,1400000US06085512602,5126.02,1272,31150.0,2377.0,1925.0,24.0,2351.0,6,85,512602,452.0,Census Tract 5126.02,Santa Clara County
92,2022.0,CA,"Gilroy Energy Center, LLC",IPP Non-CHP,WECC California,6,85,Santa Clara,36.999,-121.5363,3.0,3.0,GAS,0.02413,135.0,1.0,,,,300158.787,300158.787,28539.0,17837.989,17857.179,1250.078,1251.423,118.857,118.985,10517.49527,0.0,0.0,28538.999,0.97587,1182600.0,POINT (-121.5363 36.999),5151,06085512602,1400000US06085512602,5126.02,1272,31150.0,2377.0,1925.0,24.0,2351.0,6,85,512602,452.0,Census Tract 5126.02,Santa Clara County
93,2022.0,CA,Calpine Sutter Energy Center,IPP Non-CHP,WECC California,6,101,Sutter,39.053139,-121.695873,2.0,3.0,GAS,0.47266,636.0,0.545561885547993,,,,19356160.08,19356160.08,2633375.0,1150308.315,1151500.143,873.638,874.543,118.857,118.98,7350.324234,0.0,0.0,2633375.0,0.5273399999999999,5571360.0,POINT (-121.695873 39.053139),6364,06101051000,1400000US06101051000,510,3873,30903.0,2598.0,2170.0,103.0,2598.0,6,101,51000,428.0,Census Tract 510,Sutter County
94,2022.0,CA,Campbell Power Plant,Electric Utility,WECC California,6,67,Sacramento,38.511,-121.4735,1.0,2.0,GAS,0.61109,173.9,0.314858212920002,129007.2,24.628,0.970447,7452528.373,7452528.373,930905.0,442894.944,443337.754,951.536,952.488,118.858,118.976,8005.680895,0.0,0.0,930905.0,0.38891,1523364.0,POINT (-121.4735 38.511),7496,06067004501,1400000US06067004501,45.01,244,16783.0,3470.0,1040.0,326.0,3470.0,6,67,4501,2430.0,Census Tract 45.01,Sacramento County
95,2022.0,CA,Canyon Power Plant,Electric Utility,WECC California,6,59,Orange,33.858056,-117.861667,4.0,4.0,GAS,0.08203,200.0,1.0,,,,1505597.04,1505597.04,143719.0,89475.835,89564.205,1245.15,1246.379,118.858,118.975,10475.977706,0.0,0.0,143719.0,0.91797,1752000.0,POINT (-117.861667 33.858056),4063,06059011714,1400000US06059011714,117.14,3906,44333.0,870.0,491.0,48.0,866.0,6,59,11714,379.0,Census Tract 117.14,Orange County
96,2022.0,CA,Kaiser East La Palma Ave. Fuel Cell,IPP Non-CHP,WECC California,6,59,Orange,33.85098,-117.84531,1.0,1.0,GAS,0.86109,2.2,0.0,,,,,118166.0,16595.0,,,,,,,,0.0,0.0,16595.0,0.13890999999999998,19272.0,POINT (-117.84531 33.85098),4063,06059011714,1400000US06059011714,117.14,3906,44333.0,870.0,491.0,48.0,866.0,6,59,11714,379.0,Census Tract 117.14,Orange County
97,2022.0,CA,Carson Cogeneration Company,IPP Non-CHP,WECC California,6,37,Los Angeles,33.8759,-118.2491,1.0,2.0,GAS,0.05572,55.8,1.0,0.0,,1.0,239518.216,239518.216,27234.0,14233.228,14248.948,1045.254,1046.409,118.849,118.98,8794.823236,0.0,0.0,27234.0,0.94428,488808.0,POINT (-118.2491 33.8759),572,06037543100,1400000US06037543100,5431,3334,25791.0,7161.0,1766.0,3679.0,7145.0,6,37,543100,5395.0,Census Tract 5431,Los Angeles County
98,2022.0,CA,Carson Power Plant,Electric Utility,WECC California,6,67,Sacramento,38.445681,-121.462387,2.0,3.0,GAS,0.19629,125.5,1.0,211145.6,3.488,0.82304,1644549.626,1644549.626,215800.0,94621.098,94720.233,876.933,877.852,115.072,115.193,7620.711854,0.0,0.0,209583.024,0.80371,1099380.0,POINT (-121.462387 38.445681),8402,06067009618,1400000US06067009618,96.18,7957,36141.0,4996.0,1939.0,1050.0,4996.0,6,67,9618,3057.0,Census Tract 96.18,Sacramento County
99,2022.0,CA,CBS Studio Center,Commercial Non-CHP,WECC California,6,37,Los Angeles,34.145,-118.390833,6.0,6.0,GAS,0.27749,2.4,0.870846175799087,,,,,58990.998,5833.998,,,,,,,,0.0,0.0,5834.0,0.72251,21024.0,POINT (-118.390833 34.145),2755,06037143602,1400000US06037143602,1436.02,565,55511.0,4648.0,3915.0,154.0,4344.0,6,37,143602,733.0,Census Tract 1436.02,Los Angeles County
100,2022.0,CA,CBS Television City,Commercial Non-CHP,WECC California,6,37,Los Angeles,34.075,-118.36,4.0,4.0,GAS,0.2573,2.8,0.904503628506197,,,,,69819.0,6311.001,,,,,,,,0.0,0.0,4796.0,0.7427,24528.0,POINT (-118.36 34.075),7273,06037214501,1400000US06037214501,2145.01,5975,72841.0,2806.0,1484.0,253.0,2806.0,6,37,214501,1322.0,Census Tract 2145.01,Los Angeles County
101,2022.0,CA,CCCSD Wastewater Treatment Plnt,Commercial CHP,WECC California,6,13,Contra Costa,37.9978,-122.0697,1.0,1.0,GAS,0.69175,3.5,0.180419656447053,155787.2,0.465,0.382538,125852.163,125852.163,21209.0,7355.37,7362.973,693.608,694.325,116.889,117.01,5933.858897,0.0,0.0,21209.16,0.30825,30660.0,POINT (-122.0697 37.9978),152,06013320004,1400000US06013320004,3200.04,1357,51940.0,6567.0,4199.0,306.0,6567.0,6,13,320004,2368.0,Census Tract 3200.04,Contra Costa County
102,2022.0,CA,Central CA Fuel Cell 1,IPP CHP,WECC California,6,107,Tulare,36.18347,-119.374348,1.0,1.0,GAS,0.81723,2.8,0.0,0.0,,1.0,,191266.0,20045.0,,,,,,,,0.0,0.0,20045.0,0.18277,24528.0,POINT (-119.374348 36.18347),895,06107003002,1400000US06107003002,30.02,2028,26332.0,3434.0,2395.0,175.0,3371.0,6,107,3002,1039.0,Census Tract 30.02,Tulare County
103,2022.0,CA,Central Utilities Plant LAX 2,Commercial CHP,WECC California,6,37,Los Angeles,33.943889,-118.404167,2.0,2.0,GAS,0.48674,9.2,0.522107239759116,273329.6,0.49,0.395072,199215.698,199215.698,39227.0,11643.068,11655.102,593.625,594.239,116.889,117.01,5078.478182,0.0,0.0,39227.44,0.51326,80592.0,POINT (-118.404167 33.943889),439,06037980028,1400000US06037980028,9800.28,640,-666666666.0,0.0,0.0,0.0,0.0,6,37,980028,0.0,Census Tract 9800.28,Los Angeles County
104,2022.0,CA,Scattergood Generating Station,Electric Utility,WECC California,6,37,Los Angeles,33.918151,-118.427648,5.0,6.0,GAS,0.24604,876.0,0.923260348686085,,,,14356018.704,14356018.704,1888081.0,837569.727,838436.516,887.218,888.136,116.686,116.806,7603.497257,0.0,0.0,1888081.0,0.75396,7673760.0,POINT (-118.427648 33.918151),439,06037980028,1400000US06037980028,9800.28,640,-666666666.0,0.0,0.0,0.0,0.0,6,37,980028,0.0,Census Tract 9800.28,Los Angeles County
105,2022.0,CA,CES Placerita Power Plant,IPP Non-CHP,WECC California,6,37,Los Angeles,34.3801,-118.4999,2.0,2.0,GAS,,90.0,,,,,,,,,,,,,,,,,,,788400.0,POINT (-118.4999 34.3801),2088,06037920332,1400000US06037920332,9203.32,3453,16534.0,2358.0,1853.0,26.0,1612.0,6,37,920332,505.0,Census Tract 9203.32,Los Angeles County
106,2022.0,CA,Childrens Hospital,Commercial CHP,WECC California,6,73,San Diego,32.7992,-117.1517,5.0,5.0,GAS,0.2769,11.3,0.87183023868213,144334.4,0.648,0.463576,199036.564,199036.564,27409.961,11634.535,11646.577,848.928,849.806,116.909,117.03,7261.468588,0.0,12.96,27397.0,0.7231000000000001,98988.0,POINT (-117.1517 32.7992),1591,06073008702,1400000US06073008702,87.02,5184,37183.0,5261.0,3378.0,411.0,4602.0,6,73,8702,1883.0,Census Tract 87.02,San Diego County
107,2022.0,CA,Chula Vista Energy Center,IPP Non-CHP,WECC California,6,73,San Diego,32.591667,-117.058611,2.0,1.0,GAS,0.00619,37.2,1.0,,,,34490.309,34490.309,2016.0,2049.97,2052.087,2033.7,2035.801,118.872,118.995,17108.288194,0.0,0.0,2016.0,0.99381,325872.0,POINT (-117.058611 32.591667),840,06073013308,1400000US06073013308,133.08,6304,30184.0,3497.0,2253.0,203.0,3497.0,6,73,13308,1244.0,Census Tract 133.08,San Diego County
